Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,,Customer_Type
S01922,CU0472,C0413,23-04-2024,3,57418,Credit,Melissa Rivera,,Loyal Customer
S01923,CU0586,C0314,04-05-2024,1,36755,Installment,Darren Ellison,,New Customer
S01924,CU1202,C0111,16-11-2024,2,64245,Cash,Cameron Garcia,,Repeating Customer
S01925,CU1819,C0438,14-01-2025,2,19425,Installment,Robert Atkins,,Repeating Customer
S01926,CU1893,C0494,16-02-2024,3,43924,Installment,Donald Dudley,,Loyal Customer
S01927,CU1817,C0420,07-10-2024,1,81033,Credit,John Clark,,New Customer
S01928,CU0181,C0366,12-12-2022,3,58194,Credit,Monica Jones,,Loyal Customer
S01929,CU1840,C0332,08-07-2024,3,16465,Cash,James Hughes,,Loyal Customer
S01930,CU1724,C0294,17-12-2022,3,70043,Installment,Jessica Olson,,Loyal Customer
S01931,CU0658,C0150,18-04-2024,3,35531,Credit,Angela Greer,,Loyal Customer
S01932,CU1806,C0365,20-09-2023,2,46134,Installment,Jordan Edwards,,Repeating Customer
S01933,CU1032,C0299,18-02-2023,3,35156,Installment,Debra Brown,,Loyal Customer
S01934,CU1428,C0203,06-03-2023,3,65990,Credit,Summer Jensen,,Loyal Customer
S01935,CU0619,C0353,26-07-2024,3,68063,Credit,Adam Wood,,Loyal Customer
S01936,CU0011,C0332,13-10-2024,2,73308,Cash,Garrett Wilson,,Repeating Customer
S01937,CU0433,C0498,05-09-2024,3,51883,Installment,Jessica Martin DDS,,Loyal Customer
S01938,CU1226,C0366,08-05-2025,2,24197,Installment,Catherine Cox,,Repeating Customer
S01939,CU0741,C0067,25-05-2023,2,30344,Installment,Charles Scott,,Repeating Customer
S01940,CU0729,C0438,23-07-2025,2,77617,Installment,Matthew Waters,,Repeating Customer
S01941,CU1361,C0140,19-11-2024,3,88192,Installment,Cassandra Ochoa,,Loyal Customer
S01942,CU0278,C0235,01-06-2023,1,61274,Cash,Stephanie Valencia,,New Customer
S01943,CU0581,C0239,24-08-2025,1,48450,Cash,Elizabeth Moore,,New Customer
S01944,CU1911,C0193,06-05-2023,2,39146,Cash,Monique Stone,,Repeating Customer
S01945,CU0046,C0064,24-09-2023,2,75158,Cash,Tyrone Hill,,Repeating Customer
S01946,CU1881,C0228,22-01-2023,3,44166,Cash,Aaron Hendrix,,Loyal Customer
S01947,CU1351,C0100,14-12-2022,2,65823,Credit,Renee King,,Repeating Customer
S01948,CU0502,C0270,17-05-2023,2,64040,Credit,Bryan Francis,,Repeating Customer
S01949,CU0356,C0468,15-05-2024,2,23568,Credit,Philip Gonzalez,,Repeating Customer
S01950,CU0336,C0211,17-09-2024,2,31778,Credit,William Romero,,Repeating Customer
S01951,CU0108,C0478,26-08-2024,3,60362,Credit,Julie Baxter,,Loyal Customer
S01952,CU1757,C0242,10-02-2024,3,98382,Installment,Janice Bailey,,Loyal Customer
S01953,CU0359,C0084,09-03-2024,1,48207,Installment,Brittany Flynn,,New Customer
S01954,CU0362,C0265,23-07-2025,1,55176,Installment,Robin Ware,,New Customer
S01955,CU1212,C0170,13-08-2025,1,35457,Credit,Lisa Wilson,,New Customer
S01956,CU0095,C0323,14-10-2025,3,42038,Credit,Christine Rodriguez,,Loyal Customer
S01957,CU1928,C0103,04-12-2022,1,98328,Installment,Dustin Aguilar,,New Customer
S01958,CU0938,C0163,05-03-2023,3,53583,Cash,Shawn Hernandez,,Loyal Customer
S01959,CU1885,C0165,25-06-2025,1,29285,Credit,Victoria Greer,,New Customer
S01960,CU1499,C0458,21-04-2024,3,43299,Installment,Jamie Miller,,Loyal Customer
S01961,CU0404,C0294,16-08-2024,1,98896,Credit,Rebecca Myers,,New Customer
S01962,CU1820,C0110,28-04-2023,2,90973,Cash,Sara Harrison,,Repeating Customer
S01963,CU1810,C0096,25-06-2025,3,35284,Credit,Sarah Taylor,,Loyal Customer
S01964,CU1795,C0095,31-03-2025,1,77491,Installment,Christine Robinson,,New Customer
S01965,CU0947,C0423,04-08-2023,3,28137,Installment,Michael Harrison,,Loyal Customer
S01966,CU1843,C0308,04-04-2024,2,61710,Cash,Douglas Owen,,Repeating Customer
S01967,CU0914,C0084,19-11-2023,2,59863,Cash,John Torres,,Repeating Customer
S01968,CU0232,C0078,13-04-2025,1,69053,Installment,Heather Chandler,,New Customer
S01969,CU0278,C0102,18-07-2025,1,32713,Credit,Daniel Morales,,New Customer
S01970,CU0864,C0180,07-04-2024,1,24752,Cash,Kellie Palmer,,New Customer
S01971,CU1166,C0250,29-03-2024,1,90358,Cash,Marcus Harper,,New Customer
S01972,CU1019,C0028,25-07-2025,3,85097,Credit,Matthew Myers,,Loyal Customer
S01973,CU0148,C0247,22-01-2025,1,30223,Cash,Robert Donaldson,,New Customer
S01974,CU1623,C0390,13-01-2023,2,88157,Cash,Brian Davidson,,Repeating Customer
S01975,CU0609,C0349,29-06-2024,2,94688,Credit,Terrence Adams,,Repeating Customer
S01976,CU1857,C0175,27-09-2024,3,51066,Cash,Angela Blackwell,,Loyal Customer
S01977,CU1531,C0412,21-10-2025,3,67558,Cash,Diane Johnson,,Loyal Customer
S01978,CU1610,C0364,21-10-2025,2,56355,Cash,Laura Faulkner,,Repeating Customer
S01979,CU1759,C0171,30-06-2025,2,21090,Cash,Robert Brooks,,Repeating Customer
S01980,CU1417,C0039,26-02-2025,2,19463,Installment,Gregory Robinson,,Repeating Customer
S01981,CU1396,C0260,09-12-2024,3,74677,Installment,Carolyn Hernandez,,Loyal Customer
S01982,CU0565,C0468,25-06-2024,2,37596,Credit,Alyssa Hubbard,,Repeating Customer
S01983,CU1897,C0474,30-05-2025,2,47122,Credit,Patricia Vasquez,,Repeating Customer
S01984,CU1557,C0216,21-07-2024,2,52099,Credit,Diana Baker,,Repeating Customer
S01985,CU1812,C0365,02-11-2022,1,80417,Credit,Stacy Johnson,,New Customer
S01986,CU0640,C0249,18-05-2023,1,44520,Installment,David Potts,,New Customer
S01987,CU0042,C0011,15-02-2025,3,29088,Installment,Amber Craig,,Loyal Customer
S01988,CU1970,C0255,22-05-2025,3,87942,Credit,Jimmy Knight,,Loyal Customer
S01989,CU0273,C0426,27-03-2025,3,49133,Cash,Kristen Smith,,Loyal Customer
S01990,CU0754,C0402,30-01-2024,3,74915,Credit,Justin Spence,,Loyal Customer
S01991,CU0027,C0027,03-03-2023,1,17114,Cash,Alex Valencia,,New Customer
S01992,CU1974,C0161,15-05-2024,1,70874,Credit,Scott Gordon,,New Customer
S01993,CU1964,C0498,04-12-2023,3,47023,Installment,Robert Walker,,Loyal Customer
S01994,CU1148,C0450,30-10-2025,1,91468,Credit,Martha Parker,,New Customer
S01995,CU0605,C0317,22-01-2024,1,68511,Credit,Paul Jensen,,New Customer
S01996,CU0179,C0148,08-09-2023,1,21655,Credit,Sherri Walsh,,New Customer
S01997,CU1786,C0024,22-02-2023,1,23968,Installment,Amy Lloyd,,New Customer
S01998,CU1959,C0275,14-01-2023,1,37203,Credit,Keith Carey,,New Customer
S01999,CU1741,C0435,09-10-2025,3,32720,Installment,Luis Lee,,Loyal Customer
S02000,CU0261,C0420,28-12-2023,2,75132,Installment,Thomas Gutierrez,,Repeating Customer
S02001,CU0013,C0460,04-07-2024,3,40259,Credit,Zachary Lewis,,Loyal Customer
S02002,CU1149,C0464,07-08-2023,1,42749,Installment,Kyle Fernandez,,New Customer
S02003,CU1314,C0372,20-08-2024,1,55095,Cash,Nicholas Duran,,New Customer
S02004,CU0557,C0290,08-07-2024,1,74914,Cash,Maria Dalton,,New Customer
S02005,CU0013,C0169,13-03-2025,1,68473,Credit,Daniel Lewis,,New Customer
S02006,CU0982,C0067,03-10-2024,2,29676,Installment,Jennifer Nguyen,,Repeating Customer
S02007,CU0884,C0380,26-01-2025,2,93819,Credit,Jennifer Robbins,,Repeating Customer
S02008,CU0848,C0063,07-06-2023,1,23394,Cash,Stacey Kim,,New Customer
S02009,CU1821,C0355,22-04-2025,3,55975,Installment,James Hansen,,Loyal Customer
S02010,CU0452,C0423,21-05-2025,2,85825,Cash,Evan Kelley,,Repeating Customer
S02011,CU1230,C0258,19-03-2023,2,35406,Credit,Shannon Levy,,Repeating Customer
S02012,CU0202,C0084,28-10-2024,1,83562,Credit,Jon Garcia,,New Customer
S02013,CU1900,C0213,15-02-2025,2,47228,Installment,Cynthia Stephens,,Repeating Customer
S02014,CU1675,C0167,01-02-2024,3,16087,Credit,David Christian,,Loyal Customer
S02015,CU1809,C0091,07-01-2024,3,43088,Installment,Jessica Welch,,Loyal Customer
S02016,CU0659,C0492,16-03-2023,2,16829,Installment,Scott Burke,,Repeating Customer
S02017,CU1308,C0470,09-03-2025,1,49317,Credit,Anthony Barrett Jr.,,New Customer
S02018,CU1327,C0166,28-02-2024,1,25576,Installment,Gregory Wong,,New Customer
S02019,CU1240,C0020,28-07-2023,1,50762,Credit,Mrs. Ashley Gomez,,New Customer
S02020,CU0569,C0265,10-03-2024,2,87503,Installment,Rebecca Kim,,Repeating Customer
S02021,CU1349,C0029,18-10-2023,3,38810,Cash,Jeffrey Peck,,Loyal Customer
S02022,CU1567,C0254,19-06-2025,1,31141,Cash,Michelle Mendez,,New Customer
S02023,CU0122,C0372,20-11-2022,1,17294,Installment,Elizabeth Cohen,,New Customer
S02024,CU0759,C0233,16-06-2023,1,93337,Installment,Brett Villegas II,,New Customer
S02025,CU0891,C0487,27-11-2022,3,49447,Credit,Wanda Sullivan,,Loyal Customer
S02026,CU0376,C0456,20-05-2023,2,54673,Credit,Brandi Smith MD,,Repeating Customer
S02027,CU0137,C0135,18-06-2025,3,35258,Credit,Misty Christensen,,Loyal Customer
S02028,CU0402,C0248,06-11-2024,2,31024,Credit,Christine Munoz,,Repeating Customer
S02029,CU1146,C0233,12-07-2024,3,35045,Cash,Luis James,,Loyal Customer
S02030,CU1536,C0166,23-08-2025,2,96412,Credit,William Harrell,,Repeating Customer
S02031,CU0113,C0117,27-02-2024,1,34156,Installment,Tina Carr,,New Customer
S02032,CU0554,C0259,08-10-2025,3,53536,Installment,Crystal Smith,,Loyal Customer
S02033,CU1112,C0475,18-05-2024,1,78026,Credit,Kellie Steele,,New Customer
S02034,CU1396,C0456,26-08-2024,2,64536,Installment,Todd Thompson,,Repeating Customer
S02035,CU0058,C0107,15-07-2023,3,61413,Cash,Stephanie Adkins,,Loyal Customer
S02036,CU0011,C0221,27-11-2024,1,19286,Installment,Heather Shaw,,New Customer
S02037,CU0161,C0381,20-04-2024,1,85314,Credit,Calvin Rodriguez,,New Customer
S02038,CU0299,C0455,02-09-2023,2,40113,Cash,Mary Martin,,Repeating Customer
S02039,CU1881,C0392,25-01-2025,1,87110,Credit,Dominique Potter,,New Customer
S02040,CU0185,C0135,19-11-2024,3,78535,Credit,Katie Pierce,,Loyal Customer
S02041,CU1478,C0051,05-02-2023,2,90424,Credit,Mark Johnson,,Repeating Customer
S02042,CU1459,C0187,25-11-2022,2,97784,Credit,Mr. Jamie Hardy,,Repeating Customer
S02043,CU0661,C0273,21-05-2023,1,63461,Credit,Micheal Roberts,,New Customer
S02044,CU0422,C0276,07-03-2024,3,78256,Cash,Christopher Henry,,Loyal Customer
S02045,CU1961,C0083,11-08-2023,1,39320,Credit,Julia Williams,,New Customer
S02046,CU1433,C0120,08-04-2023,3,60309,Installment,Paul Taylor,,Loyal Customer
S02047,CU1712,C0491,02-04-2023,1,64855,Credit,Michael Pace,,New Customer
S02048,CU0501,C0327,05-01-2024,3,73043,Cash,Robert Young,,Loyal Customer
S02049,CU1511,C0376,04-05-2024,2,25520,Installment,Jonathan Velez,,Repeating Customer
S02050,CU1069,C0499,03-06-2025,3,17634,Credit,Oscar Hill,,Loyal Customer
S02051,CU0250,C0166,14-03-2023,2,61681,Credit,Ashley Li,,Repeating Customer
S02052,CU1003,C0195,22-04-2023,1,96014,Cash,Priscilla Macdonald,,New Customer
S02053,CU1762,C0057,27-04-2023,1,48092,Credit,Jose Mullins,,New Customer
S02054,CU0838,C0153,26-11-2022,2,88772,Credit,Jennifer Jacobs,,Repeating Customer
S02055,CU0377,C0003,04-07-2025,3,28998,Credit,Lee Kennedy,,Loyal Customer
S02056,CU1655,C0403,13-04-2025,3,47120,Installment,Alejandro Booth,,Loyal Customer
S02057,CU0972,C0090,29-08-2024,2,19382,Installment,Bradley Adams,,Repeating Customer
S02058,CU1684,C0479,12-09-2024,1,44894,Installment,Jeffrey Kaiser,,New Customer
S02059,CU0199,C0150,05-02-2023,1,71431,Installment,Michael Cummings,,New Customer
S02060,CU1141,C0338,15-01-2024,1,55170,Credit,Deanna Scott,,New Customer
S02061,CU1087,C0092,14-10-2023,2,35246,Credit,Julie Warren,,Repeating Customer
S02062,CU0815,C0465,18-12-2022,3,22364,Cash,Miss Erin Anderson MD,,Loyal Customer
S02063,CU1118,C0270,22-08-2025,1,36617,Installment,Brandon Gillespie,,New Customer
S02064,CU0721,C0175,21-06-2024,1,58093,Cash,Holly Obrien,,New Customer
S02065,CU0994,C0291,29-11-2023,1,41922,Cash,Marcus Moore,,New Customer
S02066,CU1237,C0338,01-07-2024,2,88447,Cash,Susan Garner,,Repeating Customer
S02067,CU0359,C0049,03-12-2022,2,20770,Installment,Jason Santiago,,Repeating Customer
S02068,CU0579,C0201,26-07-2024,2,46693,Installment,Megan Brooks,,Repeating Customer
S02069,CU0052,C0428,17-01-2025,1,22284,Credit,David Wright,,New Customer
S02070,CU1725,C0225,18-09-2023,2,42818,Cash,Sarah Mejia,,Repeating Customer
S02071,CU1593,C0282,15-09-2023,2,56473,Credit,David Rodriguez,,Repeating Customer
S02072,CU1704,C0353,19-06-2025,2,45825,Installment,Jeremiah Salas,,Repeating Customer
S02073,CU1837,C0008,17-02-2024,2,51475,Installment,Brian Johnson,,Repeating Customer
S02074,CU1733,C0128,28-12-2023,2,63934,Installment,Riley Singh,,Repeating Customer
S02075,CU0082,C0320,08-08-2023,2,59690,Credit,Daniel Douglas,,Repeating Customer
S02076,CU0163,C0196,06-05-2025,3,74318,Installment,Jose Miller,,Loyal Customer
S02077,CU1861,C0076,03-09-2025,1,19394,Installment,Shelby Hamilton,,New Customer
S02078,CU1334,C0262,31-01-2023,3,17523,Cash,Robert Elliott,,Loyal Customer
S02079,CU0868,C0398,09-01-2025,2,93655,Credit,Victoria Morris,,Repeating Customer
S02080,CU0665,C0410,27-09-2025,3,30420,Cash,Denise Bush,,Loyal Customer
S02081,CU0802,C0382,21-10-2025,2,39298,Credit,Walter Dickson,,Repeating Customer
S02082,CU0768,C0381,19-02-2025,2,30897,Installment,Leslie Turner,,Repeating Customer
S02083,CU1464,C0041,03-11-2023,3,91211,Credit,Jesse Morgan,,Loyal Customer
S02084,CU1958,C0416,07-12-2023,1,89197,Installment,Maria Walter,,New Customer
S02085,CU0184,C0385,11-12-2023,3,69568,Installment,Stephen Wilson,,Loyal Customer
S02086,CU1732,C0339,08-05-2023,2,38504,Cash,Mrs. Julie Garcia MD,,Repeating Customer
S02087,CU0280,C0190,19-12-2024,1,78637,Installment,Kevin Williams,,New Customer
S02088,CU0154,C0345,19-07-2023,3,58843,Cash,Denise Wilson,,Loyal Customer
S02089,CU0609,C0373,24-10-2025,3,79819,Installment,Jennifer Lewis,,Loyal Customer
S02090,CU0161,C0172,18-05-2024,3,18713,Credit,Kenneth Hunt,,Loyal Customer
S02091,CU1975,C0417,19-04-2023,1,78658,Credit,Diana Hernandez,,New Customer
S02092,CU0522,C0487,08-03-2023,2,46469,Credit,Peter Marquez,,Repeating Customer
S02093,CU0080,C0015,17-09-2024,2,34645,Credit,Ronald Murray,,Repeating Customer
S02094,CU1512,C0058,27-12-2023,1,31217,Installment,Emma Richardson,,New Customer
S02095,CU1626,C0274,12-12-2022,3,75072,Installment,Kenneth Benton,,Loyal Customer
S02096,CU1973,C0342,06-09-2025,1,42520,Installment,Sheryl Wong,,New Customer
S02097,CU0594,C0232,04-11-2022,3,94937,Installment,Mike Daniel,,Loyal Customer
S02098,CU1136,C0288,07-02-2023,3,68089,Cash,Keith Brooks,,Loyal Customer
S02099,CU1297,C0194,09-07-2025,2,62814,Installment,Melissa Romero,,Repeating Customer
S02100,CU1510,C0043,16-06-2025,3,31586,Installment,Amanda Acevedo,,Loyal Customer
S02101,CU1816,C0302,06-10-2023,3,90352,Credit,Ian Simon,,Loyal Customer
S02102,CU0044,C0438,25-08-2025,1,24612,Installment,Seth Jones,,New Customer
S02103,CU0610,C0281,24-07-2023,3,90620,Credit,Kimberly Chaney,,Loyal Customer
S02104,CU0286,C0009,10-08-2025,2,91663,Credit,Joshua White,,Repeating Customer
S02105,CU1790,C0247,19-06-2024,1,41997,Credit,Jeffrey Cline,,New Customer
S02106,CU1146,C0500,14-10-2023,1,17711,Credit,Ronald Smith,,New Customer
S02107,CU1951,C0493,18-08-2023,2,39892,Installment,Frank Johnson,,Repeating Customer
S02108,CU1811,C0145,22-01-2025,1,16845,Cash,Sonia Pennington,,New Customer
S02109,CU1660,C0395,16-03-2025,1,61100,Installment,Douglas Brown,,New Customer
S02110,CU1779,C0425,21-06-2024,2,86950,Cash,Sarah Chavez,,Repeating Customer
S02111,CU1231,C0029,02-11-2024,2,52757,Credit,Ryan Oliver,,Repeating Customer
S02112,CU1169,C0082,14-01-2023,2,75027,Installment,Joseph Harrington,,Repeating Customer
S02113,CU1877,C0341,06-08-2023,2,61377,Installment,John Skinner,,Repeating Customer
S02114,CU0349,C0033,28-05-2023,1,28046,Installment,Jessica Hancock,,New Customer
S02115,CU0402,C0467,01-10-2023,2,44387,Installment,Kenneth Williams,,Repeating Customer
S02116,CU0625,C0180,14-02-2024,3,26637,Cash,David Ramirez,,Loyal Customer
S02117,CU1252,C0437,02-07-2025,1,93858,Credit,Gabriel Cruz,,New Customer
S02118,CU0060,C0067,23-01-2023,1,67125,Cash,Gregory Gardner,,New Customer
S02119,CU1620,C0062,17-04-2023,2,46051,Credit,Rebecca Nelson,,Repeating Customer
S02120,CU1376,C0020,05-08-2023,2,26719,Credit,Amy Yang,,Repeating Customer
S02121,CU0454,C0424,19-11-2024,3,85063,Credit,Kenneth Benton,,Loyal Customer
S02122,CU0715,C0163,26-07-2024,3,32267,Credit,Janice Marquez,,Loyal Customer
S02123,CU0239,C0252,31-10-2023,1,52550,Installment,Jessica Ramirez,,New Customer
S02124,CU1173,C0252,26-05-2025,2,45589,Credit,Jennifer Molina,,Repeating Customer
S02125,CU1501,C0143,26-11-2023,1,90264,Installment,Courtney Butler,,New Customer
S02126,CU1656,C0485,19-01-2025,3,44050,Installment,Antonio Gonzalez,,Loyal Customer
S02127,CU1398,C0234,19-08-2024,2,74108,Installment,Joel Williams,,Repeating Customer
S02128,CU1792,C0132,30-08-2024,2,70432,Cash,Anthony Davis,,Repeating Customer
S02129,CU0458,C0004,12-05-2024,3,88440,Cash,Jessica Higgins,,Loyal Customer
S02130,CU0363,C0347,01-12-2024,3,33904,Cash,Diane Warner,,Loyal Customer
S02131,CU0700,C0023,13-03-2025,1,56661,Installment,Michael Lawson,,New Customer
S02132,CU0106,C0415,20-08-2025,2,15871,Credit,Jo Hamilton,,Repeating Customer
S02133,CU0007,C0366,10-04-2025,2,53349,Installment,Raymond Rangel,,Repeating Customer
S02134,CU0685,C0177,12-08-2023,2,55924,Cash,Steve Martinez,,Repeating Customer
S02135,CU1792,C0320,14-02-2025,3,35588,Cash,Brian Hughes,,Loyal Customer
S02136,CU0164,C0347,24-08-2025,2,32536,Installment,Courtney Goodman,,Repeating Customer
S02137,CU0613,C0169,16-09-2023,2,26888,Installment,Julia Garcia,,Repeating Customer
S02138,CU1714,C0065,10-04-2023,1,32066,Credit,Megan Carter,,New Customer
S02139,CU0650,C0284,16-03-2025,3,31570,Cash,Elizabeth Kelly,,Loyal Customer
S02140,CU1851,C0341,08-09-2025,3,23972,Installment,Kathryn Richardson,,Loyal Customer
S02141,CU0562,C0277,14-03-2023,1,70268,Credit,Donald Mitchell,,New Customer
S02142,CU0925,C0414,25-12-2024,1,49977,Cash,Molly Ryan,,New Customer
S02143,CU1095,C0385,19-09-2023,3,48108,Installment,Justin Carney,,Loyal Customer
S02144,CU0735,C0266,21-10-2024,3,66751,Credit,Julie Miller,,Loyal Customer
S02145,CU0316,C0147,31-12-2022,2,90852,Installment,George Travis,,Repeating Customer
S02146,CU0783,C0091,12-03-2024,3,23047,Cash,Brian Wu,,Loyal Customer
S02147,CU0918,C0062,03-10-2024,2,31070,Installment,Derrick Fox,,Repeating Customer
S02148,CU0741,C0481,20-04-2025,1,24146,Cash,Justin Montoya,,New Customer
S02149,CU0943,C0186,08-06-2025,3,22006,Credit,Devin Russell,,Loyal Customer
S02150,CU0311,C0001,24-09-2023,3,87156,Credit,Grant Farley,,Loyal Customer
S02151,CU0257,C0014,06-12-2022,2,27031,Cash,Debra May,,Repeating Customer
S02152,CU0397,C0099,21-10-2024,1,56518,Installment,Joshua Mcpherson,,New Customer
S02153,CU1863,C0230,20-01-2024,2,50246,Cash,Christopher Simpson,,Repeating Customer
S02154,CU1464,C0457,19-05-2023,3,46462,Installment,Nancy Stout,,Loyal Customer
S02155,CU1730,C0267,03-08-2025,2,46307,Cash,Samantha Norman,,Repeating Customer
S02156,CU1063,C0008,04-11-2023,3,43134,Installment,William Santos,,Loyal Customer
S02157,CU1325,C0400,31-01-2024,3,83966,Installment,Randy Stewart,,Loyal Customer
S02158,CU1986,C0129,03-01-2023,3,19777,Credit,Samuel Brown,,Loyal Customer
S02159,CU0945,C0105,25-02-2024,3,51474,Credit,Jason Nunez,,Loyal Customer
S02160,CU0459,C0123,16-09-2023,3,47780,Cash,Katherine Grimes,,Loyal Customer
S02161,CU1110,C0146,03-08-2025,1,85629,Credit,Henry Moore,,New Customer
S02162,CU0901,C0016,05-05-2024,1,65070,Installment,Thomas Gordon,,New Customer
S02163,CU1944,C0458,07-03-2025,3,81098,Credit,Keith Norman,,Loyal Customer
S02164,CU1554,C0247,24-12-2022,2,40703,Cash,Samantha Owens,,Repeating Customer
S02165,CU0887,C0027,08-08-2023,3,63996,Installment,Bruce Holmes,,Loyal Customer
S02166,CU0385,C0321,11-08-2024,3,20381,Cash,Christopher Bell,,Loyal Customer
S02167,CU1371,C0381,12-03-2025,2,90535,Installment,Laura Bennett,,Repeating Customer
S02168,CU0716,C0179,14-11-2023,1,35194,Credit,Melissa Gonzalez,,New Customer
S02169,CU0077,C0143,05-11-2022,2,76733,Cash,Eric Miller,,Repeating Customer
S02170,CU0025,C0402,05-12-2023,3,40825,Cash,Stephanie Taylor,,Loyal Customer
S02171,CU0258,C0331,14-11-2023,3,25227,Cash,George Hamilton,,Loyal Customer
S02172,CU0757,C0460,13-04-2023,2,43271,Credit,David Leonard,,Repeating Customer
S02173,CU0669,C0269,05-04-2023,3,48803,Cash,Gabriel Brewer,,Loyal Customer
S02174,CU0524,C0473,29-08-2025,1,96795,Cash,Scott Brown,,New Customer
S02175,CU0154,C0431,05-09-2024,3,63332,Installment,Anthony Rodriguez,,Loyal Customer
S02176,CU1733,C0236,04-02-2024,1,29827,Installment,Troy Ortega,,New Customer
S02177,CU0528,C0011,06-02-2023,1,58003,Credit,Dr. Richard Sellers,,New Customer
S02178,CU1352,C0020,14-02-2023,2,26064,Cash,Melissa Gutierrez MD,,Repeating Customer
S02179,CU1325,C0003,28-02-2025,1,70299,Installment,Lisa Wagner,,New Customer
S02180,CU1608,C0067,14-07-2023,1,25326,Cash,James Perez,,New Customer
S02181,CU0854,C0479,12-09-2024,1,26182,Cash,Danielle Lewis,,New Customer
S02182,CU0573,C0224,18-11-2024,1,32077,Credit,Maria Hernandez,,New Customer
S02183,CU1534,C0288,06-07-2023,1,99435,Cash,Todd Brown,,New Customer
S02184,CU0487,C0057,13-03-2023,2,41436,Credit,Angela Walters,,Repeating Customer
S02185,CU0385,C0108,06-10-2024,3,83089,Installment,Dr. David Moore,,Loyal Customer
S02186,CU1598,C0264,23-04-2024,3,45707,Installment,Vanessa White,,Loyal Customer
S02187,CU0774,C0130,02-12-2023,3,84105,Installment,Bonnie Nunez,,Loyal Customer
S02188,CU0083,C0313,07-08-2024,1,67028,Cash,Todd Wright,,New Customer
S02189,CU0605,C0209,16-09-2023,1,39195,Credit,Keith Bailey,,New Customer
S02190,CU0810,C0286,30-07-2024,3,28201,Installment,Sharon Brown,,Loyal Customer
S02191,CU1279,C0014,24-11-2022,1,64810,Credit,Robert Phelps,,New Customer
S02192,CU1073,C0078,10-03-2025,2,21432,Credit,Robyn Edwards,,Repeating Customer
S02193,CU0926,C0480,26-12-2024,2,80491,Cash,Brittany Martinez,,Repeating Customer
S02194,CU0650,C0271,16-12-2023,2,85788,Cash,Sydney Oconnor MD,,Repeating Customer
S02195,CU0717,C0219,14-02-2025,1,53502,Installment,Kevin Carter,,New Customer
S02196,CU0014,C0358,18-10-2023,2,48127,Installment,Matthew Warner,,Repeating Customer
S02197,CU1760,C0443,08-07-2023,3,26417,Cash,Deanna Guerra,,Loyal Customer
S02198,CU1276,C0360,07-10-2025,2,54040,Cash,Kaitlin Buck,,Repeating Customer
S02199,CU1297,C0440,31-10-2022,1,48094,Cash,Denise Washington,,New Customer
S02200,CU0751,C0133,14-01-2024,1,97709,Installment,Joseph Hill,,New Customer
S02201,CU1322,C0457,10-05-2025,1,36031,Credit,Carly Jones,,New Customer
S02202,CU0758,C0245,12-05-2024,2,32704,Installment,Joshua Castillo,,Repeating Customer
S02203,CU1740,C0165,10-12-2022,1,33776,Installment,Brian Williams,,New Customer
S02204,CU1399,C0023,22-04-2025,2,19331,Installment,Christopher Luna,,Repeating Customer
S02205,CU1059,C0497,23-07-2024,1,38064,Cash,Lauren Curtis,,New Customer
S02206,CU1618,C0039,19-04-2024,3,81045,Credit,Andrew Rocha,,Loyal Customer
S02207,CU0204,C0212,18-07-2024,2,46704,Cash,Tammy Becker,,Repeating Customer
S02208,CU0883,C0051,26-02-2023,2,43553,Credit,Joseph Rose,,Repeating Customer
S02209,CU1795,C0439,15-10-2024,3,82645,Credit,James Cohen,,Loyal Customer
S02210,CU1265,C0258,06-07-2025,1,20900,Cash,Debra Nguyen,,New Customer
S02211,CU0483,C0404,03-04-2024,2,65142,Installment,Jeanette Welch,,Repeating Customer
S02212,CU0700,C0284,03-06-2023,3,56216,Cash,Stephanie Moyer,,Loyal Customer
S02213,CU0579,C0466,08-04-2025,2,46693,Credit,Scott Bass,,Repeating Customer
S02214,CU0265,C0082,24-02-2023,2,52011,Credit,James Maddox,,Repeating Customer
S02215,CU0386,C0020,15-06-2025,1,48133,Credit,Carol Davis,,New Customer
S02216,CU0182,C0351,30-08-2024,2,16467,Credit,Nancy Howard,,Repeating Customer
S02217,CU0192,C0167,01-12-2022,2,66868,Credit,Nancy Harris,,Repeating Customer
S02218,CU0333,C0403,13-01-2023,2,24962,Credit,Stacy Daniels,,Repeating Customer
S02219,CU0560,C0029,10-01-2024,2,38805,Cash,Patricia Butler,,Repeating Customer
S02220,CU1373,C0329,05-11-2022,2,69444,Credit,Nicole Liu,,Repeating Customer
S02221,CU0273,C0387,11-05-2024,1,68166,Cash,James Reynolds,,New Customer
S02222,CU1079,C0002,17-09-2025,3,61262,Cash,Tanya Bryan,,Loyal Customer
S02223,CU1712,C0234,05-11-2024,1,86728,Cash,Sean Jackson,,New Customer
S02224,CU1501,C0067,29-06-2025,2,34483,Credit,David Sanchez,,Repeating Customer
S02225,CU0648,C0097,19-12-2022,1,37226,Credit,Stacey Brown,,New Customer
S02226,CU0055,C0413,14-07-2024,2,96391,Cash,Julie Valdez,,Repeating Customer
S02227,CU1620,C0146,04-08-2024,3,29309,Credit,Tara Williamson,,Loyal Customer
S02228,CU0891,C0358,13-06-2023,3,71973,Cash,Karen Gill,,Loyal Customer
